text,sentiment,Time of Tweet,Age of User,Land Area (Km²),Continent,Density_Level,Population_Group
 lol awesome i have randoms following me,positive,morning,46-60,62200.0,EU,Low,Medium
 I know right  but hopefully something comes up though,positive,night,31-45,160.0,EU,Medium,Low
Yea baby!! Im gonna miss you so much,negative,noon,60-70,2590.0,EU,Medium,Low
"four shots of novacaine in my mouth  my right cheek is totally numb, booo.",negative,night,70-100,581795.0,AF,Low,Medium
Doctor then work. Hope you **** have fun at the conditions show without me,positive,morning,0-20,94280.0,AF,Medium,Medium
 thanks! I love a good bargain.,positive,noon,21-30,328550.0,AS,Low,Medium
" it`s tongue in cheek of some mentalities.There is another one which takes the piss of arabs, but its too long",negative,morning,46-60,1220190.0,AF,Low,Medium
 thanks love ) btw happy mother`s day to your mom,positive,noon,60-70,320.0,EU,High,Low
 Yes. Nag twitter. HAHA  Thanks. LM.,positive,night,70-100,180.0,OC,Medium,Low
 have a Happy Trip!!,positive,morning,0-20,1030700.0,AF,Low,Medium
Well hopefully the rest of the day gets better.,positive,noon,21-30,2030.0,AF,High,Medium
" man those people are hard to reach, I`ve been stalking H.R.",negative,night,31-45,1943950.0,NA,Low,High
goodnight,positive,morning,46-60,700.0,OC,Medium,Low
School can blow me. He looks nice today thoughh.,positive,noon,60-70,32850.0,EU,Medium,Medium
Im trying to move and get up but it just hurts to much...,negative,night,70-100,1.0,EU,High,Low
"nvm, lexi`s playlist is working its magic",positive,night,70-100,823000.0,AF,Low,Medium
 Goodnight!!!!!!,positive,morning,0-20,20.0,OC,High,Low
Just banged my bloody foot! ow,negative,noon,21-30,143350.0,AS,Medium,Medium
I hate having headrush,negative,night,31-45,33720.0,EU,High,Medium
 thanks dinno  appreciate it,positive,morning,46-60,263310.0,OC,Low,Medium
i could tell its gonna be an angry day...,negative,noon,60-70,120340.0,NA,Low,Medium
I think my phone has officially bit the dust.,negative,night,70-100,1266700.0,AF,Low,Medium
"man, its weird, Mom`s cooking is giving me so much nutrition but also so much unladylike gas",negative,morning,0-20,652860.0,AS,Low,Medium
"   Let us know what happens, poor little guy.",negative,night,31-45,2381740.0,AF,Low,Medium
 SON! WTF?? She just bit holes in the **** bread!!! Who does that?? Why has God forsaken me?? why?,negative,night,70-100,440.0,NA,Medium,Low
I love Stereosound HQ headphones,positive,morning,0-20,2736690.0,SA,Low,Medium
 very talented Sam,positive,noon,21-30,28470.0,AS,Medium,Medium
bahaha loving   twitter to me last night. DRUNK.  lol,positive,night,31-45,7682300.0,OC,Low,Medium
is a failure,negative,morning,46-60,82400.0,EU,Medium,Medium
Not feeling too good,negative,night,70-100,10010.0,NA,Low,Low
Dangit! I just got my Kiss Album in and it`s the wrong color.,negative,morning,0-20,760.0,AS,High,Medium
Just got off the phone with lainey the love of my life  . . . Now im taken a ****,negative,noon,21-30,130170.0,AS,High,High
24 hours and $400 later and I hav a new telecom phone that dosent work.  Stupid telecom,negative,night,31-45,430.0,NA,High,Low
Summer Glau to appear in Dollhouse next year http://tinyurl.com/mnrezc... I still can`t believe they won`t renew TSCC,negative,morning,46-60,202910.0,EU,Low,Medium
"It`s a sad day, found the first scratch on my car.",negative,night,70-100,22810.0,NA,Low,Low
" Thanks Anita, I am looking for hosting, I will look at them too",positive,morning,0-20,112760.0,AF,Medium,Medium
   See you later lovely ladies.  Be Good & I love you millions  ****,positive,noon,21-30,38100.0,AS,Low,Low
RIP Omar Edwards - Killed by friendly fire in NYC   http://bit.ly/jrM6v,negative,morning,46-60,51000.0,EU,Low,Medium
"My guitar ain`t here yet?, feel like i lost a limb!.",negative,noon,60-70,566730.0,AF,Low,Medium
"i got a haircut, i felt like that guy on the 'Last Samuri' who was forced to have his ponytail cut off.",negative,night,70-100,8358140.0,SA,Low,High
 that`s so weird seeing your MySpace page without me there! Had to delete my page though.,negative,noon,60-70,318000.0,AF,Low,Medium
" I love this!!  our body should tell us how much sleep it needs, and its always good to be mindful at mealtimes",positive,night,70-100,4030.0,AF,Medium,Low
"Last day working for the Uni today, sad times",negative,morning,0-20,176520.0,AS,Low,Medium
"PKU meeting in London, ON all day today.  One of my favorite PKUers Jessie not there.   He has PKU and Leukemia and was in the hospital.",negative,noon,21-30,472710.0,AF,Low,Medium
   Goodnite sexy twiggas,positive,noon,60-70,1259200.0,AF,Low,Medium
" dont be gloomy...go out and get urself ice-cream.or gin,whichever",positive,night,70-100,743532.0,SA,Low,Medium
I wish my grandmother had taken me to the US with her,positive,morning,0-20,9388211.0,AS,Medium,High
Chilling with my baybee sarah!  i love this girl,positive,noon,21-30,1109500.0,SA,Low,Medium
 chillin wassup ma?? ayo in cali my day just started idk where u r but u have a gud day YA diggg,positive,night,31-45,1861.0,AF,Medium,Low
MAY THE 4TH BE WITH YOU. Happy Star Wars Day,positive,morning,46-60,342000.0,Other,Low,Medium
Wishing  a Happy Mothers Day,positive,noon,60-70,51060.0,NA,Low,Medium
"AmmoxXx great day? Woman, did you NOTICE the smile that never disappeared off my face? Ha, Murray... All cos of you, I owe you",positive,night,70-100,55960.0,EU,Low,Medium
_grrrl   You have the sweetest children.  You are obviously a great mom. I loved reading your blog w/ their msgs to you.  Kudos.,positive,morning,0-20,106440.0,NA,Medium,Medium
" I LOVE fresh garden veggies...especially tomatoes!  We are in a tiny apartment, with a non-sunny patio!",positive,noon,21-30,9240.0,AS,Medium,Medium
It`s fun,positive,morning,46-60,2267050.0,AF,Low,Medium
Gonna miss the girlys soo super loads! Wish I wasn`t going for 3 weeks! It`s wayy to long,negative,night,70-100,23180.0,AF,Low,Low
  SORRY! I couldn`t help it. `Twas to try and get if on the trending topics.,negative,morning,0-20,750.0,NA,Low,Low
"specially when you`re already burneded. wore mums shoes as well, and now im all blistered. it sucks balls..",negative,night,31-45,248360.0,SA,Low,Medium
_ listen to FTSK  they stop my bordum  haha how was your day? finished crying about Harold? ha ****,negative,noon,60-70,20720.0,NA,Medium,Medium
_C hahaha i agree. im s glad Aiden won tonights show and greg should have got the other place,positive,night,70-100,28050.0,AF,Low,Medium
"ok, i am finally starting to hit a draw, but now my short game has gone to ****!",negative,morning,0-20,101000.0,AF,Low,Medium
"Coldstone with kayla and some fat guys, but she is all that matters",positive,noon,21-30,42390.0,EU,Low,Medium
excited for YSJ Summer Ball - I wish we had one too,positive,morning,46-60,1000000.0,AF,Medium,High
_elaine Our chandelier is here! I seriously don`t know how 2 get it through our door without sending it crashing down our steps,negative,night,70-100,304000.0,EU,Low,Medium
Congrats 'Mine That Bird' for being an underdog and kicking the **** out of all the other runners yesterday. I love seeing that happen.,positive,morning,0-20,547557.0,EU,Medium,Medium
The 10 Coolest Foreign Words The English Language Needs. Check the number one. Amazing!  http://is.gd/s9B1,positive,noon,21-30,257670.0,AF,Low,Medium
back in Durango. Chaperoning a party. interesting. catching up on my internet surfing and drinking a woodchuck. ha.,positive,morning,46-60,69490.0,AS,Low,Medium
selling my drumset  sad day,negative,noon,60-70,348560.0,EU,Medium,Medium
I`m not! They frighten me to death............I just like to see all the boys in their leathers!  ;) We go every year. Brilliant atmos!,negative,morning,0-20,128900.0,EU,Low,Medium
 Awh I forgot you had the pox  Hope you get better soon!,positive,night,31-45,107160.0,NA,Medium,Medium
like why the **** am i still up...maybe because im drunk as hell and had a great time tonight..**** was crazy,positive,morning,46-60,246000.0,AF,Low,Medium
  I hope you get well soon! <3,positive,night,70-100,196850.0,SA,Low,Low
"getting ready for school.. reading what`s going on on set in Montepulciano, and practically crying cause i`m not there",negative,morning,0-20,27560.0,NA,Medium,Medium
is soooo hungry right now! Why is it not lunch time!,negative,noon,21-30,0.0,Other,High,Low
Good morning twitter world.raining in dingle- hopefully means a busy day for me,positive,morning,46-60,90530.0,EU,Medium,Medium
dog just farted  so bad.....,negative,night,70-100,2973190.0,AS,Medium,High
" Without whipped topping, there is no shortcake.   #shortcakefail",negative,morning,46-60,68890.0,EU,Low,Medium
 Thanks for sharing it. Anything about COFFEE is good. I`m a big FAN!!! Can`t live w/o it.,positive,noon,60-70,21640.0,AS,Medium,Medium
Cant believe there had been nice weather all day and I was stuck in doors all day,negative,morning,0-20,10830.0,NA,Medium,Medium
 im sadd sancha  june 18 for me is a fail  its gonna be you and chini ((((((,negative,noon,21-30,364555.0,AS,Medium,High
FC is finally up again. it`s about time. i hate that this keeps happening,negative,night,31-45,88780.0,AS,Medium,Medium
"thanks to the forever 21 curse that makes you spend 3 hours there everytime you go in, i couldnt go tanning today",negative,morning,46-60,2699700.0,AS,Low,Medium
 http://twitpic.com/4ukqe - haha cute and beautiful  U R cool Miley.^^,positive,noon,60-70,569140.0,AF,Low,Medium
 cheer up buttercup! Rain will go away and hearts always mend. I can actually bet $ on that!,positive,night,70-100,810.0,OC,Medium,Low
 uh oh,negative,morning,0-20,17820.0,AS,Medium,Medium
I`m being so whiny right now I`m annoying myself  i need to get some rest tonight after Movie Night kid-sitting,negative,noon,21-30,191800.0,AS,Low,Medium
Skipping school like all the cool kids do,positive,morning,46-60,62200.0,EU,Low,Medium
"  ....what did she EVER do to piss them off?    I thought you just meant casting-related ****, not more of that ****.",negative,night,70-100,30360.0,AF,Low,Medium
still no pool key. wth. it`s even hot out today.,negative,noon,21-30,1759540.0,AF,Low,Medium
 Tyler Perry is Hilarious! I think I will.  I`m off to bed though so I tweet ya in the morning. Goodnight!,positive,morning,46-60,62700.0,EU,Low,Medium
" thanks babe. I guess I will find the right person one day, til then I`m better off alone",positive,noon,60-70,2590.0,EU,Medium,Low
Can I get some gd news for gods sake,negative,morning,0-20,94280.0,AF,Medium,Medium
"Now that Hugh Laurie has mentioned he follows  on twitter, thousands of idiots think this () is him. IDIOTS!",negative,noon,60-70,320.0,EU,High,Low
I love Metal Gear Solid 4 and Valkyria Chronicles.,positive,night,70-100,180.0,OC,Medium,Low
 That`s good to hear - morning,positive,morning,0-20,1030700.0,AF,Low,Medium
I did many things but missed tweeting,negative,noon,21-30,2030.0,AF,High,Medium
**** being drunk and hot sucks,negative,night,31-45,1943950.0,NA,Low,High
"Hope everyone is okay, especially Americans who are affected by the fire or the Swine flu(h1n1) . OKay, I should pray for them",positive,morning,46-60,700.0,OC,Medium,Low
 hey! Sorry I didn`t see ur message to me,negative,noon,60-70,32850.0,EU,Medium,Medium
I love my Mom. Yo Amo a mi Mama. ? ? ? Thank you mommy... Ti amo con tutto il mio cuore.  Happy Mother`s Day,positive,morning,0-20,1553560.0,AS,Low,Medium
 don`t ask  Hoping that today will be an improvment on the rest of the week. Looking forward to the weekend weather!,positive,night,31-45,446300.0,AF,Low,Medium
"oh no, i need new work shoes...i broke this one!",negative,morning,46-60,786380.0,AF,Low,Medium
 goodnight baby loll jk night,positive,noon,60-70,653290.0,Other,Low,Medium
my sensors don`t seem to want to last for more than 3 1/2 days,negative,night,70-100,823000.0,AF,Low,Medium
 can`t believe i wasn`t following you! am now  have an anatomy prac tmw so tonight i`m all about structr of the lwr limb,negative,morning,0-20,20.0,OC,High,Low
Ushers: You guys made Mother`s Day really awesome today! Thanks for coming in early to prep the surprise gifts for all our moms!!,positive,noon,21-30,143350.0,AS,Medium,Medium
happy mother`s day to all mothers out there!!,positive,night,31-45,33720.0,EU,High,Medium
its impossible to watch in full ANY flash video with my mac after 5.7,negative,noon,60-70,120340.0,NA,Low,Medium
 She does especially Pink ones LOL  What beautiful creatures they are!,positive,noon,60-70,309500.0,AS,Low,Medium
 amazing tonight glad I could share it with you baby. You are my sunshine,positive,night,70-100,770880.0,AS,Medium,High
So tired and I don`t know why,negative,morning,0-20,460.0,OC,Low,Low
Up way way way to early this am....thanks _benson,positive,night,31-45,74340.0,NA,Low,Medium
 phil! I miss you gracin ya with your presence I haven`t been on much  what`s new?,negative,noon,60-70,397300.0,SA,Low,Medium
is sick & tired of being sick & tired,negative,night,70-100,1280000.0,SA,Low,Medium
Happy Mums Day This is Nelly`s shout out   http://skitch.com/t/tac,positive,morning,0-20,298170.0,AS,Medium,High
watching my ard earn money dissapear.,negative,noon,21-30,306000.0,EU,Medium,Medium
"Getting used to getting up in the cold, but my asthma is paying for it.",negative,night,31-45,91590.0,EU,Medium,Medium
I`m so tired. I don`t get how I am. I sat on the lawn mower and didn`t push the whole **** thing.,negative,morning,46-60,11610.0,AS,Medium,Medium
 Are you blogging yet? I miss you writing,negative,noon,60-70,230170.0,EU,Low,Medium
"4 hours of sleep, a migraine, again? What is wrong with me?    hate my life",negative,morning,0-20,24670.0,AF,High,Medium
Thanking god for after elton for allowing me to see the new TW trailer since work blocked youtube and lj,positive,night,31-45,610.0,NA,Medium,Low
 aww  I wish there was sun out here. Then I can get a tan!!!!  (walks it out) go meee go meeee,positive,noon,60-70,2830.0,OC,Low,Low
I think I lost all of my blog posts,negative,morning,0-20,960.0,AF,Medium,Low
 thought u said twitter was **** bellion?,negative,noon,21-30,2149690.0,AS,Low,Medium
finally got home and get to sleep! had a great time with  and friends!,positive,night,31-45,192530.0,AF,Low,Medium
so upset,negative,night,70-100,72180.0,AF,Medium,Medium
http://twitpic.com/67tcr - Ouch!! Burnt my arm on the grill,negative,morning,46-60,28000.0,OC,Low,Low
 good stuff!  I`m great thanks! x,positive,night,70-100,1213090.0,AF,Low,Medium
Still stupidly sick...cancelled our Philly trip. Sad day,negative,morning,0-20,97230.0,AS,High,Medium
My Degree  [Tear] happy moment!  http://mypict.me/1ZpF,positive,noon,21-30,610952.0,AF,Low,Medium
Shelf from Ikea fell off the wall. damage done...about $78.95 worth. Or at least thats my estimate.,negative,night,31-45,498800.0,EU,Low,Medium
